ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60603,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-10,POINT (-87.625473 41.880112)
60603,11,03/08/2020,03/14/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-11,POINT (-87.625473 41.880112)
60603,12,03/15/2020,03/21/2020,,,,,1,1,85,85.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-12,POINT (-87.625473 41.880112)
60603,13,03/22/2020,03/28/2020,,,,,3,4,256,340.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-13,POINT (-87.625473 41.880112)
60603,14,03/29/2020,04/04/2020,,,,,6,10,511,851.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-14,POINT (-87.625473 41.880112)
60603,15,04/05/2020,04/11/2020,,,,,6,16,511,1362.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-15,POINT (-87.625473 41.880112)
60603,16,04/12/2020,04/18/2020,,,,,3,19,256,1618.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-16,POINT (-87.625473 41.880112)
60603,17,04/19/2020,04/25/2020,,,,,3,22,256,1873.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-17,POINT (-87.625473 41.880112)
60603,18,04/26/2020,05/02/2020,,,,,13,35,1107,2981.3,0.2,0.2,0,0,0.0,0.0,1174,60603-2020-18,POINT (-87.625473 41.880112)
60603,19,05/03/2020,05/09/2020,,,,,7,42,596,3577.5,0.0,0.2,0,0,0.0,0.0,1174,60603-2020-19,POINT (-87.625473 41.880112)
60603,20,05/10/2020,05/16/2020,1,5,85,425.9,8,50,681,4258.9,0.4,0.2,0,0,0.0,0.0,1174,60603-2020-20,POINT (-87.625473 41.880112)
60603,21,05/17/2020,05/23/2020,1,6,85,511.1,14,64,1192,5451.4,0.1,0.2,0,0,0.0,0.0,1174,60603-2020-21,POINT (-87.625473 41.880112)
60603,22,05/24/2020,05/30/2020,0,6,0,511.1,7,71,596,6047.7,0.0,0.2,0,0,0.0,0.0,1174,60603-2020-22,POINT (-87.625473 41.880112)
60603,23,05/31/2020,06/06/2020,0,6,0,511.1,19,90,1618,7666.1,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-23,POINT (-87.625473 41.880112)
60603,24,06/07/2020,06/13/2020,0,6,0,511.1,10,100,852,8517.9,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-24,POINT (-87.625473 41.880112)
60603,25,06/14/2020,06/20/2020,0,6,0,511.1,14,114,1192,9710.4,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-25,POINT (-87.625473 41.880112)
60603,26,06/21/2020,06/27/2020,0,6,0,511.1,10,124,852,10562.2,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-26,POINT (-87.625473 41.880112)
60603,27,06/28/2020,07/04/2020,0,6,0,511.1,24,148,2044,12606.5,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-27,POINT (-87.625473 41.880112)
60603,28,07/05/2020,07/11/2020,0,6,0,511.1,20,168,1704,14310.1,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-28,POINT (-87.625473 41.880112)
60603,29,07/12/2020,07/18/2020,2,8,170,681.4,31,199,2640,16950.6,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-29,POINT (-87.625473 41.880112)
60603,30,07/19/2020,07/25/2020,1,9,85,766.6,30,229,2555,19506,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-30,POINT (-87.625473 41.880112)
60603,31,07/26/2020,08/01/2020,0,9,0,766.6,24,253,2044,21550.3,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-31,POINT (-87.625473 41.880112)
60603,32,08/02/2020,08/08/2020,1,10,85,851.8,13,266,1107,22657.6,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-32,POINT (-87.625473 41.880112)
60603,33,08/09/2020,08/15/2020,1,11,85,937,22,288,1874,24531.5,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-33,POINT (-87.625473 41.880112)
60603,39,09/20/2020,09/26/2020,0,14,0,1192.5,38,440,3237,37478.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-39,POINT (-87.625473 41.880112)
60603,40,09/27/2020,10/03/2020,0,14,0,1192.5,35,475,2981,40460,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-40,POINT (-87.625473 41.880112)
60603,41,10/04/2020,10/10/2020,0,14,0,1192.5,22,497,1874,42333.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-41,POINT (-87.625473 41.880112)
60603,42,10/11/2020,10/17/2020,2,16,170,1362.9,37,534,3152,45485.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-42,POINT (-87.625473 41.880112)
60603,43,10/18/2020,10/24/2020,0,16,0,1362.9,34,568,2896,48381.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-43,POINT (-87.625473 41.880112)
60603,44,10/25/2020,10/31/2020,3,19,256,1618.4,38,606,3237,51618.4,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-44,POINT (-87.625473 41.880112)
60603,45,11/01/2020,11/07/2020,0,19,0,1618.4,41,647,3492,55110.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-45,POINT (-87.625473 41.880112)
60603,46,11/08/2020,11/14/2020,5,24,426,2044.3,55,702,4685,59795.6,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-46,POINT (-87.625473 41.880112)
60603,47,11/15/2020,11/21/2020,8,32,681,2725.7,65,767,5537,65332.2,0.2,0.1,0,0,0.0,0.0,1174,60603-2020-47,POINT (-87.625473 41.880112)
60604,18,04/26/2020,05/02/2020,4,10,512,1278.8,16,45,2046,5754.5,0.2,0.2,0,0,0.0,0.0,782,60604-2020-18,POINT (-87.629029 41.878153)
60604,19,05/03/2020,05/09/2020,2,12,256,1534.5,15,60,1918,7672.6,0.2,0.2,0,0,0.0,0.0,782,60604-2020-19,POINT (-87.629029 41.878153)
60604,20,05/10/2020,05/16/2020,3,15,384,1918.2,16,76,2046,9718.7,0.3,0.2,0,0,0.0,0.0,782,60604-2020-20,POINT (-87.629029 41.878153)
60604,21,05/17/2020,05/23/2020,3,18,384,2301.8,16,92,2046,11764.7,0.2,0.2,0,0,0.0,0.0,782,60604-2020-21,POINT (-87.629029 41.878153)
60604,22,05/24/2020,05/30/2020,2,20,256,2557.5,20,112,2558,14322.3,0.0,0.2,0,0,0.0,0.0,782,60604-2020-22,POINT (-87.629029 41.878153)
60604,23,05/31/2020,06/06/2020,1,21,128,2685.4,13,125,1662,15984.7,0.1,0.2,0,0,0.0,0.0,782,60604-2020-23,POINT (-87.629029 41.878153)
60604,24,06/07/2020,06/13/2020,1,22,128,2813.3,9,134,1151,17135.5,0.1,0.2,0,0,0.0,0.0,782,60604-2020-24,POINT (-87.629029 41.878153)
60604,25,06/14/2020,06/20/2020,0,22,0,2813.3,16,150,2046,19181.6,0.0,0.2,0,0,0.0,0.0,782,60604-2020-25,POINT (-87.629029 41.878153)
60604,26,06/21/2020,06/27/2020,1,23,128,2941.2,23,173,2941,22122.8,0.0,0.2,0,0,0.0,0.0,782,60604-2020-26,POINT (-87.629029 41.878153)
60603,34,08/16/2020,08/22/2020,0,11,0,937,21,309,1789,26320.3,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-34,POINT (-87.625473 41.880112)
60603,35,08/23/2020,08/29/2020,1,12,85,1022.1,20,329,1704,28023.9,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-35,POINT (-87.625473 41.880112)
60603,50,12/06/2020,12/12/2020,1,40,85,3407.2,78,941,6644,80153.3,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-50,POINT (-87.625473 41.880112)
60603,36,08/30/2020,09/05/2020,0,12,0,1022.1,26,355,2215,30238.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-36,POINT (-87.625473 41.880112)
60603,37,09/06/2020,09/12/2020,2,14,170,1192.5,20,375,1704,31942.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-37,POINT (-87.625473 41.880112)
60603,38,09/13/2020,09/19/2020,0,14,0,1192.5,27,402,2300,34241.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-38,POINT (-87.625473 41.880112)
60603,51,12/13/2020,12/19/2020,0,40,0,3407.2,81,1022,6900,87052.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-51,POINT (-87.625473 41.880112)
60603,52,12/20/2020,12/26/2020,5,45,426,3833,48,1070,4089,91141.4,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-52,POINT (-87.625473 41.880112)
60604,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,782,60604-2020-10,POINT (-87.629029 41.878153)
60604,11,03/08/2020,03/14/2020,,,,,1,1,128,127.9,0.0,0.0,0,0,0.0,0.0,782,60604-2020-11,POINT (-87.629029 41.878153)
60604,12,03/15/2020,03/21/2020,,,,,0,1,0,127.9,0.0,0.0,0,0,0.0,0.0,782,60604-2020-12,POINT (-87.629029 41.878153)
60604,13,03/22/2020,03/28/2020,,,,,7,8,895,1023,0.0,0.0,0,0,0.0,0.0,782,60604-2020-13,POINT (-87.629029 41.878153)
60604,14,03/29/2020,04/04/2020,,,,,4,12,512,1534.5,0.0,0.0,0,0,0.0,0.0,782,60604-2020-14,POINT (-87.629029 41.878153)
60604,15,04/05/2020,04/11/2020,,,,,1,13,128,1662.4,0.0,0.0,0,0,0.0,0.0,782,60604-2020-15,POINT (-87.629029 41.878153)
60604,16,04/12/2020,04/18/2020,,,,,3,16,384,2046,0.0,0.0,0,0,0.0,0.0,782,60604-2020-16,POINT (-87.629029 41.878153)
60604,17,04/19/2020,04/25/2020,2,6,256,767.3,13,29,1662,3708.4,0.2,0.2,0,0,0.0,0.0,782,60604-2020-17,POINT (-87.629029 41.878153)
60666,52,12/26/2021,01/01/2022,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-52,POINT (-87.896371 41.979511)
60666,9,02/27/2022,03/05/2022,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2022-9,POINT (-87.896371 41.979511)
60666,50,12/12/2021,12/18/2021,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-50,POINT (-87.896371 41.979511)
60603,53,12/27/2020,01/02/2021,3,48,256,4088.6,45,1115,3833,94974.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-53,POINT (-87.625473 41.880112)
60603,1,01/03/2021,01/09/2021,4,52,341,4429.3,80,1195,6814,101788.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-1,POINT (-87.625473 41.880112)
60603,10,03/07/2021,03/13/2021,2,67,170,5707,74,1938,6303,165076.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-10,POINT (-87.625473 41.880112)
60603,11,03/14/2021,03/20/2021,0,67,0,5707,101,2039,8603,173679.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-11,POINT (-87.625473 41.880112)
60603,12,03/21/2021,03/27/2021,4,71,341,6047.7,73,2112,6218,179897.8,0.1,0.0,0,0,0.0,0.0,1174,60603-2021-12,POINT (-87.625473 41.880112)
60603,13,03/28/2021,04/03/2021,0,71,0,6047.7,80,2192,6814,186712.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-13,POINT (-87.625473 41.880112)
60603,14,04/04/2021,04/10/2021,2,73,170,6218.1,81,2273,6900,193611.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-14,POINT (-87.625473 41.880112)
60603,15,04/11/2021,04/17/2021,2,75,170,6388.4,105,2378,8944,202555.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-15,POINT (-87.625473 41.880112)
60603,23,06/06/2021,06/12/2021,0,80,0,6814.3,44,2936,3748,250085.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-23,POINT (-87.625473 41.880112)
60603,24,06/13/2021,06/19/2021,0,80,0,6814.3,41,2977,3492,253577.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-24,POINT (-87.625473 41.880112)
60603,25,06/20/2021,06/26/2021,0,80,0,6814.3,38,3015,3237,256814.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-25,POINT (-87.625473 41.880112)
60603,27,07/04/2021,07/10/2021,0,80,0,6814.3,30,3089,2555,263117.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-27,POINT (-87.625473 41.880112)
60603,28,07/11/2021,07/17/2021,0,80,0,6814.3,56,3145,4770,267887.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-28,POINT (-87.625473 41.880112)
60603,29,07/18/2021,07/24/2021,0,80,0,6814.3,101,3246,8603,276490.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-29,POINT (-87.625473 41.880112)
60603,3,01/17/2021,01/23/2021,0,57,0,4855.2,78,1364,6644,116184,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-3,POINT (-87.625473 41.880112)
60603,30,07/25/2021,07/31/2021,1,81,85,6899.5,138,3384,11755,288245.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-30,POINT (-87.625473 41.880112)
60603,31,08/01/2021,08/07/2021,2,83,170,7069.8,151,3535,12862,301107.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-31,POINT (-87.625473 41.880112)
60603,32,08/08/2021,08/14/2021,0,83,0,7069.8,122,3657,10392,311499.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-32,POINT (-87.625473 41.880112)
60603,33,08/15/2021,08/21/2021,3,86,256,7325.4,110,3767,9370,320868.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-33,POINT (-87.625473 41.880112)
60615,10,03/01/2020,03/07/2020,,,,,2,2,5,4.8,0.0,0.0,0,0,0.0,0.0,41563,60615-2020-10,POINT (-87.602725 41.801993)
60615,11,03/08/2020,03/14/2020,,,,,5,7,12,16.8,0.0,0.0,0,0,0.0,0.0,41563,60615-2020-11,POINT (-87.602725 41.801993)
60603,6,02/07/2021,02/13/2021,2,64,170,5451.4,93,1634,7922,139182.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-6,POINT (-87.625473 41.880112)
60603,7,02/14/2021,02/20/2021,0,64,0,5451.4,64,1698,5451,144633.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-7,POINT (-87.625473 41.880112)
60666,48,11/28/2021,12/04/2021,1,6,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-48,POINT (-87.896371 41.979511)
60666,47,11/21/2021,11/27/2021,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-47,POINT (-87.896371 41.979511)
60603,48,11/22/2020,11/28/2020,4,36,341,3066.4,50,817,4259,69591.1,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-48,POINT (-87.625473 41.880112)
60603,16,04/18/2021,04/24/2021,1,76,85,6473.6,89,2467,7581,210136.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-16,POINT (-87.625473 41.880112)
60603,17,04/25/2021,05/01/2021,0,76,0,6473.6,90,2557,7666,217802.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-17,POINT (-87.625473 41.880112)
60603,18,05/02/2021,05/08/2021,1,77,85,6558.8,88,2645,7496,225298.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-18,POINT (-87.625473 41.880112)
60603,19,05/09/2021,05/15/2021,1,78,85,6644,75,2720,6388,231686.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-19,POINT (-87.625473 41.880112)
60601,1,01/03/2021,01/09/2021,55,820,375,5587.7,804,15961,5479,108763.2,0.0,0.1,1,11,6.8,75.0,14675,60601-2021-1,POINT (-87.622844 41.886262)
60603,2,01/10/2021,01/16/2021,5,57,426,4855.2,91,1286,7751,109540,0.1,0.0,0,0,0.0,0.0,1174,60603-2021-2,POINT (-87.625473 41.880112)
60603,20,05/16/2021,05/22/2021,1,79,85,6729.1,68,2788,5792,237478.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-20,POINT (-87.625473 41.880112)
60603,21,05/23/2021,05/29/2021,1,80,85,6814.3,53,2841,4514,241993.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-21,POINT (-87.625473 41.880112)
60603,49,11/29/2020,12/05/2020,3,39,256,3322,46,863,3918,73509.4,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-49,POINT (-87.625473 41.880112)
60603,22,05/30/2021,06/05/2021,0,80,0,6814.3,51,2892,4344,246337.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-22,POINT (-87.625473 41.880112)
60604,34,08/22/2021,08/28/2021,1,119,128,15217.4,305,6999,39003,895012.8,0.0,0.0,0,0,0.0,0.0,782,60604-2021-34,POINT (-87.629029 41.878153)
60603,42,10/17/2021,10/23/2021,0,93,0,7921.6,167,5114,14225,435604.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-42,POINT (-87.625473 41.880112)
60603,4,01/23/2022,01/29/2022,6,251,511,21379.9,242,8763,20613,746422.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2022-4,POINT (-87.625473 41.880112)
60603,34,08/22/2021,08/28/2021,1,87,85,7410.6,142,3909,12095,332964.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-34,POINT (-87.625473 41.880112)
60603,35,08/29/2021,09/04/2021,1,88,85,7495.7,166,4075,14140,347103.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-35,POINT (-87.625473 41.880112)
60603,36,09/05/2021,09/11/2021,0,88,0,7495.7,164,4239,13969,361073.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-36,POINT (-87.625473 41.880112)
60603,37,09/12/2021,09/18/2021,1,89,85,7580.9,148,4387,12606,373679.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-37,POINT (-87.625473 41.880112)
60603,38,09/19/2021,09/25/2021,1,90,85,7666.1,135,4522,11499,385178.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-38,POINT (-87.625473 41.880112)
60603,4,01/24/2021,01/30/2021,1,58,85,4940.4,94,1458,8007,124190.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-4,POINT (-87.625473 41.880112)
60603,8,02/21/2021,02/27/2021,0,64,0,5451.4,74,1772,6303,150937,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-8,POINT (-87.625473 41.880112)
60603,9,02/28/2021,03/06/2021,1,65,85,5536.6,92,1864,7836,158773.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-9,POINT (-87.625473 41.880112)
60603,5,01/31/2021,02/06/2021,4,62,341,5281.1,83,1541,7070,131260.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-5,POINT (-87.625473 41.880112)
60654,10,03/01/2020,03/07/2020,,,,,2,2,10,10.5,0.0,0.0,0,0,0.0,0.0,19135,60654-2020-10,POINT (-87.636354 41.892485)
60654,11,03/08/2020,03/14/2020,,,,,9,11,47,57.5,0.0,0.0,0,0,0.0,0.0,19135,60654-2020-11,POINT (-87.636354 41.892485)
60603,6,02/06/2022,02/12/2022,2,255,170,21720.6,193,9099,16440,775042.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2022-6,POINT (-87.625473 41.880112)
60604,51,12/19/2021,12/25/2021,29,189,3708,24168.8,268,10248,34271,1310486,0.1,0.0,0,0,0.0,0.0,782,60604-2021-51,POINT (-87.629029 41.878153)
60604,52,12/26/2021,01/01/2022,44,233,5627,29795.4,207,10455,26471,1336957,0.2,0.0,0,0,0.0,0.0,782,60604-2021-52,POINT (-87.629029 41.878153)
60604,10,03/06/2022,03/12/2022,1,333,128,42583.1,121,12476,15473,1595396,0.0,0.0,0,0,0.0,0.0,782,60604-2022-10,POINT (-87.629029 41.878153)
60604,11,03/13/2022,03/19/2022,1,334,128,42711,119,12595,15217,1610614,0.0,0.0,0,0,0.0,0.0,782,60604-2022-11,POINT (-87.629029 41.878153)
60604,12,03/20/2022,03/26/2022,2,336,256,42966.8,121,12716,15473,1626087,0.0,0.0,0,0,0.0,0.0,782,60604-2022-12,POINT (-87.629029 41.878153)
60659,10,03/01/2020,03/07/2020,,,,,1,1,2,2.4,0.0,0.0,0,0,0.0,0.0,41068,60659-2020-10,POINT (-87.703266 41.990803)
60659,11,03/08/2020,03/14/2020,,,,,4,5,10,12.2,0.0,0.0,0,0,0.0,0.0,41068,60659-2020-11,POINT (-87.703266 41.990803)
60604,13,03/27/2022,04/02/2022,2,338,256,43222.5,96,12812,12276,1638363,0.0,0.0,0,0,0.0,0.0,782,60604-2022-13,POINT (-87.629029 41.878153)
60604,24,06/12/2022,06/18/2022,4,407,512,52046,126,13971,16112,1786573,0.0,0.0,0,0,0.0,0.0,782,60604-2022-24,POINT (-87.629029 41.878153)
60604,39,09/25/2022,10/01/2022,1,438,128,56010.2,42,15064,5371,1926343,0.0,0.0,0,0,0.0,0.0,782,60604-2022-39,POINT (-87.629029 41.878153)
60604,8,02/20/2022,02/26/2022,2,332,256,42455.2,179,12226,22890,1563427,0.0,0.0,0,0,0.0,0.0,782,60604-2022-8,POINT (-87.629029 41.878153)
60604,9,02/27/2022,03/05/2022,0,332,0,42455.2,129,12355,16496,1579923,0.0,0.0,0,0,0.0,0.0,782,60604-2022-9,POINT (-87.629029 41.878153)
60604,1,01/01/2023,01/07/2023,0,455,0,58184.1,13,15469,1662,1978133,0.0,0.0,0,0,0.0,0.0,782,60604-2023-1,POINT (-87.629029 41.878153)
60604,4,01/22/2023,01/28/2023,0,457,0,58439.9,12,15520,1534,1984655,0.0,0.0,0,0,0.0,0.0,782,60604-2023-4,POINT (-87.629029 41.878153)
60604,6,02/05/2023,02/11/2023,0,457,0,58439.9,10,15552,1279,1988747,0.1,0.0,0,0,0.0,0.0,782,60604-2023-6,POINT (-87.629029 41.878153)
60605,41,10/04/2020,10/10/2020,19,430,69,1562.6,870,11651,3162,42338,0.0,0.0,0,4,0.0,14.5,27519,60605-2020-41,POINT (-87.623449 41.867824)
60601,47,11/20/2022,11/26/2022,16,5311,109,36190.8,138,101266,940,690057.9,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-47,POINT (-87.622844 41.886262)
60601,4,01/22/2023,01/28/2023,7,5467,48,37253.8,102,102511,695,698541.7,0.1,0.1,0,14,0.0,95.4,14675,60601-2023-4,POINT (-87.622844 41.886262)
60601,6,02/05/2023,02/11/2023,7,5488,48,37396.9,114,102756,777,700211.2,0.1,0.1,0,14,0.0,95.4,14675,60601-2023-6,POINT (-87.622844 41.886262)
60601,7,02/12/2023,02/18/2023,16,5504,109,37506,121,102877,824,701035.8,0.1,0.1,0,14,0.0,95.4,14675,60601-2023-7,POINT (-87.622844 41.886262)
60601,12,03/21/2021,03/27/2021,29,1003,198,6834.8,616,23057,4198,157117.5,0.1,0.0,0,11,0.0,75.0,14675,60601-2021-12,POINT (-87.622844 41.886262)
60615,12,03/15/2020,03/21/2020,25,26,60,62.6,148,155,356,372.9,0.2,0.2,0,0,0.0,0.0,41563,60615-2020-12,POINT (-87.602725 41.801993)
60601,13,03/28/2021,04/03/2021,20,1023,136,6971,864,23921,5888,163005.1,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-13,POINT (-87.622844 41.886262)
60601,18,05/02/2021,05/08/2021,5,1090,34,7427.6,780,27917,5315,190235.1,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-18,POINT (-87.622844 41.886262)
60601,2,01/10/2021,01/16/2021,32,852,218,5805.8,643,16604,4382,113144.8,0.0,0.1,0,11,0.0,75.0,14675,60601-2021-2,POINT (-87.622844 41.886262)
60601,20,05/16/2021,05/22/2021,5,1105,34,7529.8,532,29027,3625,197799,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-20,POINT (-87.622844 41.886262)
60601,24,06/13/2021,06/19/2021,0,1110,0,7563.9,462,30766,3148,209649.1,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-24,POINT (-87.622844 41.886262)
60601,28,07/05/2020,07/11/2020,4,96,27,654.2,201,1436,1370,9785.3,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-28,POINT (-87.622844 41.886262)
60601,29,07/12/2020,07/18/2020,7,103,48,701.9,198,1634,1349,11134.6,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-29,POINT (-87.622844 41.886262)
60601,30,07/19/2020,07/25/2020,9,112,61,763.2,245,1879,1670,12804.1,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-30,POINT (-87.622844 41.886262)
60601,31,07/26/2020,08/01/2020,9,121,61,824.5,235,2114,1601,14405.5,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-31,POINT (-87.622844 41.886262)
60601,32,08/02/2020,08/08/2020,4,125,27,851.8,229,2343,1560,15965.9,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-32,POINT (-87.622844 41.886262)
60601,33,08/09/2020,08/15/2020,7,132,48,899.5,301,2644,2051,18017,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-33,POINT (-87.622844 41.886262)
60601,34,08/16/2020,08/22/2020,7,139,48,947.2,345,2989,2351,20368,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-34,POINT (-87.622844 41.886262)
60601,35,08/23/2020,08/29/2020,15,154,102,1049.4,421,3410,2869,23236.8,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-35,POINT (-87.622844 41.886262)
60601,37,09/06/2020,09/12/2020,30,197,204,1342.4,1429,5327,9738,36299.8,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-37,POINT (-87.622844 41.886262)
60601,42,10/11/2020,10/17/2020,36,261,245,1778.5,773,7641,5268,52068.1,0.0,0.0,1,7,6.8,47.7,14675,60601-2020-42,POINT (-87.622844 41.886262)
60601,46,11/08/2020,11/14/2020,79,470,538,3202.7,748,10124,5097,68988.1,0.1,0.0,1,8,6.8,54.5,14675,60601-2020-46,POINT (-87.622844 41.886262)
60601,53,12/27/2020,01/02/2021,26,765,177,5212.9,537,15157,3659,103284.5,0.1,0.1,0,10,0.0,68.1,14675,60601-2020-53,POINT (-87.622844 41.886262)
60601,9,02/26/2023,03/04/2023,8,5521,54,37621.8,99,103085,675,702453.2,0.1,0.1,0,14,0.0,95.4,14675,60601-2023-9,POINT (-87.622844 41.886262)
60615,13,03/22/2020,03/28/2020,29,55,70,132.3,125,280,301,673.7,0.2,0.2,1,1,2.4,2.4,41563,60615-2020-13,POINT (-87.602725 41.801993)
60615,14,03/29/2020,04/04/2020,42,97,101,233.4,177,457,426,1099.5,0.2,0.2,3,4,7.2,9.6,41563,60615-2020-14,POINT (-87.602725 41.801993)
60615,15,04/05/2020,04/11/2020,33,130,79,312.8,176,633,424,1523,0.2,0.2,0,4,0.0,9.6,41563,60615-2020-15,POINT (-87.602725 41.801993)
60615,16,04/12/2020,04/18/2020,39,169,94,406.6,217,850,522,2045.1,0.2,0.2,1,5,2.4,12.0,41563,60615-2020-16,POINT (-87.602725 41.801993)
60615,17,04/19/2020,04/25/2020,45,214,108,514.9,249,1099,599,2644.2,0.2,0.2,2,7,4.8,16.8,41563,60615-2020-17,POINT (-87.602725 41.801993)
60615,18,04/26/2020,05/02/2020,28,242,67,582.2,264,1363,635,3279.4,0.1,0.2,3,10,7.2,24.1,41563,60615-2020-18,POINT (-87.602725 41.801993)
